city,iteractions_count,clickout_sum,user_id_unique,session_id_unique,item_id_unique,step_median,item_per_session
"Bourg-en-Bresse, France",140,16.0,13,14,17,116.5,1.2142857142857142
"Cadaqués, Spain",165,16.0,22,22,16,12.0,0.7272727272727273
"Bad Hersfeld, Germany",48,16.0,12,13,7,4.5,0.5384615384615384
"Hrensko, Czech Republic",59,16.0,8,8,14,7.0,1.75
"Addo, South Africa",158,16.0,12,14,18,73.5,1.2857142857142858
"Assos, Turkey",115,16.0,14,17,16,33.0,0.9411764705882353
"Market Harborough, United Kingdom",118,16.0,12,13,11,33.5,0.8461538461538461
"Ligao City, Philippines",25,16.0,8,9,5,2.0,0.5555555555555556
"Riviera Beach, USA",108,16.0,7,7,17,34.5,2.4285714285714284
"Oxapampa, Peru",175,16.0,13,13,11,19.0,0.8461538461538461
"Guarda, Portugal",286,16.0,24,28,16,21.0,0.5714285714285714
"Zhushan Township, Taiwan",142,16.0,18,19,11,8.0,0.5789473684210527
"Telluride, USA",392,16.0,20,22,23,59.5,1.0454545454545454
"Villa Giardino, Argentina",79,16.0,12,13,16,7.0,1.2307692307692308
"Pezoula, Greece",79,16.0,16,16,2,7.0,0.125
"Princeville, USA",229,16.0,12,12,20,45.0,1.6666666666666667
"Santa Cruz de la Palma, Spain",83,16.0,19,20,12,5.0,0.6
"Westminster, USA",173,16.0,16,18,17,21.0,0.9444444444444444
"Santa Elena, Ecuador",122,16.0,13,13,9,12.0,0.6923076923076923
"Tarbes, France",45,16.0,9,9,8,6.0,0.8888888888888888
"Grange-over-Sands, United Kingdom",53,16.0,11,14,8,5.0,0.5714285714285714
"Drymen, United Kingdom",66,16.0,13,15,4,7.0,0.26666666666666666
"Stepantsminda, Georgia",75,16.0,10,11,10,9.0,0.9090909090909091
"Paraiso, Mexico",114,16.0,14,14,8,7.0,0.5714285714285714
"Orşova, Romania",66,16.0,11,11,12,7.0,1.0909090909090908
"Binghamton, USA",182,16.0,13,14,11,13.0,0.7857142857142857
"Tajimi, Japan",58,16.0,13,15,14,3.0,0.9333333333333333
"Pessac, France",36,16.0,8,8,11,3.5,1.375
"Treboň, Czech Republic",71,16.0,14,16,15,4.0,0.9375
"Yanbu al-Bahr, Saudi Arabia",116,16.0,13,13,15,12.5,1.1538461538461537
"Olive Branch, USA",146,16.0,7,10,8,23.5,0.8
"Ellsworth, USA",31,16.0,6,7,6,5.0,0.8571428571428571
"Senggigi Beach, Indonesia",322,16.0,9,10,18,66.5,1.8
"Huaral, Peru",24,16.0,13,14,4,2.0,0.2857142857142857
"Albany, New Zealand",191,16.0,9,9,12,25.0,1.3333333333333333
"Warth, Austria",99,16.0,13,13,19,9.0,1.4615384615384615
"Almora, India",144,16.0,18,20,25,46.5,1.25
"Coria, Spain",27,16.0,9,11,4,2.0,0.36363636363636365
"Bellinzona, Switzerland",130,16.0,14,15,15,19.5,1.0
"Moriguchi, Japan",53,16.0,10,10,11,8.0,1.1
"Joetsu, Japan",44,16.0,15,18,8,3.0,0.4444444444444444
"Hida, Japan",55,16.0,16,17,8,8.0,0.47058823529411764
"Dibulla, Colombia",139,16.0,15,15,18,19.0,1.2
"Kananaskis Village, Canada",89,16.0,16,16,7,9.0,0.4375
"Hermagor-Pressegger See, Austria",81,16.0,12,13,11,7.0,0.8461538461538461
"Golden Gate Highlands National Park, South Africa",28,16.0,11,12,9,2.0,0.75
"Wareham, United Kingdom",59,16.0,10,10,15,5.0,1.5
"Clovis, USA",157,16.0,13,14,13,22.0,0.9285714285714286
"Ratschings, Italy",183,16.0,16,19,23,14.0,1.2105263157894737
"Heihe, China",17,16.0,7,7,7,3.0,1.0
"Sortavala, Russia",28,16.0,13,13,12,2.0,0.9230769230769231
"Porto Ferreira, Brazil",39,16.0,12,12,4,4.0,0.3333333333333333
"Sankt Goarshausen, Germany",59,16.0,8,8,13,6.0,1.625
"Hopfen am See, Germany",123,16.0,14,15,12,9.0,0.8
"Sanford, USA",172,16.0,19,20,16,14.0,0.8
"Vespasiano, Brazil",193,16.0,12,13,10,38.0,0.7692307692307693
"Nysa, Poland",54,16.0,10,12,7,5.0,0.5833333333333334
"Itaboraí, Brazil",45,16.0,10,12,3,4.0,0.25
"Montseny, Spain",171,16.0,9,9,17,54.0,1.8888888888888888
"Zhonghe District, Taiwan",92,16.0,19,19,17,6.0,0.8947368421052632
"Gallup, USA",42,16.0,10,12,10,2.0,0.8333333333333334
"Haţeg, Romania",26,16.0,11,11,13,2.0,1.1818181818181819
"Segura de los Baños, Spain",22,16.0,15,15,1,1.0,0.06666666666666667
"Lerma, Spain",65,16.0,9,10,9,8.0,0.9
"Grays, United Kingdom",33,16.0,13,13,10,3.0,0.7692307692307693
"Jaboticatubas, Brazil",55,16.0,13,14,10,5.0,0.7142857142857143
"São João de Meriti, Brazil",362,16.0,11,13,18,35.0,1.3846153846153846
"Summerville, USA",396,16.0,15,17,20,183.5,1.1764705882352942
"Lahad Datu, Malaysia",58,16.0,12,14,9,3.5,0.6428571428571429
"Rasen Antholz, Italy",129,16.0,12,13,19,22.0,1.4615384615384615
"Panichishte, Bulgaria",107,16.0,11,13,14,10.0,1.0769230769230769
"Săcele, Romania",75,16.0,12,13,12,9.0,0.9230769230769231
"Pozuelo de Alarcón, Spain",102,16.0,12,13,10,10.0,0.7692307692307693
"Gananoque, Canada",209,16.0,11,13,12,21.0,0.9230769230769231
"Puerto Viejo, Costa Rica",132,16.0,20,21,18,11.0,0.8571428571428571
"Tombstone, USA",105,16.0,12,14,8,8.0,0.5714285714285714
"Inverloch, Australia",155,16.0,21,23,21,21.0,0.9130434782608695
"Camp Verde, USA",70,16.0,10,12,7,5.0,0.5833333333333334
"Saint-Véran, France",55,16.0,2,2,11,27.0,5.5
"Bom Jesus da Lapa, Brazil",39,16.0,13,13,5,3.0,0.38461538461538464
"Carouge, Switzerland",44,16.0,4,4,11,8.0,2.75
"Changwon, South Korea",98,16.0,6,9,14,12.0,1.5555555555555556
"Logan, USA",154,16.0,10,12,13,12.0,1.0833333333333333
"Toritama, Brazil",64,16.0,13,15,5,6.0,0.3333333333333333
"Zevenbergen, Netherlands",22,16.0,6,7,6,3.5,0.8571428571428571
"Mequon, USA",102,16.0,11,12,2,8.5,0.16666666666666666
"Augustów, Poland",25,16.0,12,12,9,2.0,0.75
"Campbell, USA",137,16.0,10,13,14,12.0,1.0769230769230769
"Abisko, Sweden",59,16.0,13,13,4,4.0,0.3076923076923077
"Toroni, Greece",116,16.0,10,11,11,14.0,1.0
"Cockermouth, United Kingdom",55,16.0,11,12,8,5.0,0.6666666666666666
"Cripple Creek, USA",171,16.0,16,17,12,22.0,0.7058823529411765
"Rila, Bulgaria",63,16.0,7,7,10,13.0,1.4285714285714286
"Leatherhead, United Kingdom",64,16.0,6,7,10,9.0,1.4285714285714286
"Wissant, France",54,16.0,9,9,10,6.5,1.1111111111111112
"Portmeirion, United Kingdom",36,16.0,12,12,8,2.0,0.6666666666666666
"San Francisco, Philippines",107,16.0,9,9,11,18.0,1.2222222222222223
"Chorley, United Kingdom",109,16.0,12,12,14,10.0,1.1666666666666667
"Poggibonsi, Italy",67,16.0,9,9,9,19.0,1.0
"La Caleta, Spain",134,15.0,10,10,13,14.0,1.3
"Valenca de Minho, Portugal",149,15.0,16,17,14,18.0,0.8235294117647058
"Garós, Spain",17,15.0,3,3,13,7.0,4.333333333333333
"Spijkenisse, Netherlands",36,15.0,8,9,12,3.0,1.3333333333333333
"Rio de Contas, Brazil",91,15.0,10,13,6,10.0,0.46153846153846156
"Tannersville, USA",137,15.0,8,9,16,15.0,1.7777777777777777
"Schliersee, Germany",65,15.0,11,11,13,6.0,1.1818181818181819
"Thonon-les-Bains, France",126,15.0,33,35,14,5.5,0.4
"Guatavita, Colombia",50,15.0,10,12,13,4.0,1.0833333333333333
"Ried im Oberinntal, Austria",109,15.0,10,10,10,30.0,1.0
"Dryanovo, Bulgaria",143,15.0,11,11,16,16.0,1.4545454545454546
"Senec, Slovakia",38,15.0,11,12,9,3.0,0.75
"Northwich, United Kingdom",60,15.0,9,11,7,5.0,0.6363636363636364
"Deidesheim, Germany",79,15.0,16,16,9,5.0,0.5625
"Dorchester, United Kingdom",98,15.0,12,13,12,28.5,0.9230769230769231
"Upper Hutt, New Zealand",97,15.0,12,13,11,15.0,0.8461538461538461
"Inhambane, Mozambique",118,15.0,12,12,16,11.0,1.3333333333333333
"Auxerre, France",56,15.0,9,9,7,5.0,0.7777777777777778
"Portals Nous, Spain",92,15.0,7,7,15,17.5,2.142857142857143
"Danta, India",44,15.0,14,15,10,3.5,0.6666666666666666
"Burela, Spain",210,15.0,7,8,8,24.0,1.0
"Komárom, Hungary",28,15.0,10,10,10,3.0,1.0
"Esplugas de Llobregat, Spain",41,15.0,10,10,10,5.0,1.0
"Drumnadrochit, United Kingdom",38,15.0,8,8,9,3.0,1.125
"Boituva, Brazil",168,15.0,14,14,6,25.0,0.42857142857142855
"Serock, Poland",78,15.0,10,11,8,23.5,0.7272727272727273
"Warren, USA",226,15.0,11,11,18,72.5,1.6363636363636365
"Gressoney - Saint - Jean, Italy",81,15.0,13,13,16,7.0,1.2307692307692308
"Ellora, India",23,15.0,9,9,6,3.0,0.6666666666666666
"Kaposvár, Hungary",35,15.0,10,11,10,3.0,0.9090909090909091
"Xinzhuang District, Taiwan",148,15.0,11,13,13,24.5,1.0
"Gaspe, Canada",32,15.0,11,12,5,2.5,0.4166666666666667
"Marayur, India",88,15.0,5,5,8,27.5,1.6
"Demjén, Hungary",80,15.0,21,22,15,6.0,0.6818181818181818
"Kingscourt, Ireland",61,15.0,10,10,6,78.0,0.6
"Reith bei Kitzbühel, Austria",33,15.0,7,7,7,4.0,1.0
"Weinheim, Germany",73,15.0,14,15,12,4.0,0.8
"Aprilia, Italy",61,15.0,9,11,12,7.0,1.0909090909090908
"Chaclacayo, Peru",55,15.0,16,16,8,3.0,0.5
"Arrach, Germany",48,15.0,6,6,12,17.5,2.0
"Mariestad, Sweden",22,15.0,6,7,8,3.0,1.1428571428571428
"Niceville, USA",38,15.0,10,10,11,3.5,1.1
"South West Rocks, Australia",166,15.0,13,16,11,14.5,0.6875
"Porthcawl, United Kingdom",90,15.0,10,12,10,43.5,0.8333333333333334
"Schleswig, Germany",84,15.0,13,14,10,6.0,0.7142857142857143
"Bathgate, United Kingdom",56,15.0,10,11,11,4.0,1.0
"Apriltsi, Bulgaria",35,15.0,12,12,9,3.0,0.75
"Bodensdorf, Austria",74,15.0,17,17,11,6.0,0.6470588235294118
"Catia La Mar, Venezuela",77,15.0,16,18,10,3.0,0.5555555555555556
"Dillsboro, USA",101,15.0,3,7,7,18.0,1.0
"Ingleton, United Kingdom",36,15.0,5,6,8,6.0,1.3333333333333333
"Rheine, Germany",38,15.0,8,9,8,3.0,0.8888888888888888
"Bulle, Switzerland",152,15.0,8,9,13,36.5,1.4444444444444444
"Cheonan, South Korea",72,15.0,11,13,10,4.0,0.7692307692307693
"Shimizu, Japan",29,15.0,8,8,14,5.0,1.75
"Thornhill, Canada",28,15.0,3,5,13,8.5,2.6
"Colnbrook, United Kingdom",35,15.0,6,8,14,8.0,1.75
"Vainguinim Beach, India",141,15.0,16,18,9,17.0,0.5
"Vinci, Italy",46,15.0,9,10,5,4.0,0.5
"Kaiteriteri, New Zealand",106,15.0,8,8,13,15.0,1.625
"Oosterhout, Netherlands",102,15.0,14,16,8,13.0,0.5
"Elektrostal, Russia",17,15.0,10,10,5,1.0,0.5
"Gympie, Australia",78,15.0,14,15,10,7.0,0.6666666666666666
"Cercedilla, Spain",86,15.0,13,14,10,6.0,0.7142857142857143
"North Olmsted, USA",142,15.0,7,8,10,36.5,1.25
"Kodak, USA",52,15.0,9,11,10,5.5,0.9090909090909091
"Nilo Peçanha, Brazil",176,15.0,9,11,16,32.0,1.4545454545454546
"Red Bluff, USA",99,15.0,8,10,6,13.0,0.6
"Olsberg, Germany",37,15.0,10,12,8,3.0,0.6666666666666666
"Paterna, Spain",54,15.0,9,9,10,8.5,1.1111111111111112
"Arco, Italy",51,15.0,10,11,9,6.0,0.8181818181818182
"Gravataí, Brazil",89,15.0,13,13,10,9.0,0.7692307692307693
"De Lutte, Netherlands",83,15.0,8,9,11,10.0,1.2222222222222223
"Port Hawkesbury, Canada",19,15.0,2,4,12,16.0,3.0
"Rovigo, Italy",65,15.0,10,11,9,6.0,0.8181818181818182
"Dobogókő, Hungary",37,15.0,6,6,9,6.0,1.5
"Kalgoorlie-Boulder, Australia",168,15.0,17,19,13,9.5,0.6842105263157895
"Altamura, Italy",78,15.0,10,11,17,6.5,1.5454545454545454
"Rolla, USA",52,15.0,9,9,7,4.0,0.7777777777777778
"Lyme Regis, United Kingdom",39,15.0,12,12,12,3.0,1.0
"Itapeva, Brazil",85,15.0,19,19,10,8.0,0.5263157894736842
"Selce, Croatia",62,15.0,13,14,13,7.5,0.9285714285714286
"Kunming, China",182,15.0,12,15,26,19.5,1.7333333333333334
"Elko, USA",141,15.0,10,10,12,18.0,1.2
"Lido di Camaiore, Italy",79,15.0,14,15,7,14.0,0.4666666666666667
"Springwood, Australia",84,15.0,10,12,15,8.0,1.25
"Minamiizu, Japan",35,15.0,17,17,16,2.0,0.9411764705882353
"Martinsburg, USA",140,15.0,14,15,9,11.0,0.6
"Bideford, United Kingdom",61,15.0,11,11,7,6.0,0.6363636363636364
"Yancheng District, Taiwan",73,15.0,14,15,11,4.0,0.7333333333333333
"Pruszków, Poland",60,15.0,5,9,5,5.0,0.5555555555555556
"Deva, Romania",137,15.0,16,16,16,13.0,1.0
"Prattville, USA",381,15.0,11,13,14,78.0,1.0769230769230769
"Millau, France",57,15.0,9,13,8,5.0,0.6153846153846154
"Halden, Norway",44,15.0,10,12,5,4.0,0.4166666666666667
"Charneca de Caparica, Portugal",156,15.0,15,16,4,32.5,0.25
"Dodge City, USA",91,15.0,8,8,9,25.0,1.125
"Zushi, Japan",32,15.0,8,8,12,5.0,1.5
"Semboku, Japan",87,15.0,24,24,17,5.0,0.7083333333333334
"Valbuena de Duero, Spain",115,15.0,13,13,5,23.0,0.38461538461538464
"Schorndorf, Germany",63,15.0,3,3,19,42.0,6.333333333333333
"Invermere, Canada",158,15.0,12,12,7,21.5,0.5833333333333334
"Rungis, France",125,15.0,12,13,14,38.0,1.0769230769230769
"Castres, France",21,15.0,5,6,6,3.0,1.0
"Bagshot, United Kingdom",50,15.0,6,7,11,17.0,1.5714285714285714
"Maitland, USA",28,15.0,3,4,3,4.5,0.75
"Pampaneira, Spain",48,15.0,7,7,7,6.5,1.0
"Bayerisch Gmain, Germany",151,15.0,17,17,7,34.0,0.4117647058823529
"Dorado, Puerto Rico",104,15.0,14,14,10,8.0,0.7142857142857143
"Atascadero, USA",162,15.0,11,18,8,19.5,0.4444444444444444
"Castelo Branco, Portugal",100,15.0,13,14,7,38.5,0.5
"Kościerzyna, Poland",66,15.0,7,7,11,9.0,1.5714285714285714
"Linares, Spain",145,15.0,12,12,9,52.0,0.75
"Primavera do Leste, Brazil",74,15.0,9,10,6,8.0,0.6
"Rerik, Germany",213,15.0,13,13,16,22.0,1.2307692307692308
"Abtwil, Switzerland",137,15.0,4,5,11,29.0,2.2
"Port-Grimaud, France",120,15.0,5,6,13,13.5,2.1666666666666665
"Loano, Italy",32,15.0,11,11,11,3.0,1.0
"Wyong, Australia",131,15.0,8,8,13,13.0,1.625
"Kumta, India",45,15.0,9,9,14,4.0,1.5555555555555556
"Vouliagmeni, Greece",398,15.0,15,15,22,43.0,1.4666666666666666
"Sesto Fiorentino, Italy",42,15.0,11,12,5,6.0,0.4166666666666667
"Kandersteg, Switzerland",133,15.0,14,15,7,17.0,0.4666666666666667
"Ribadeo, Spain",62,15.0,11,12,13,5.5,1.0833333333333333
"Buellton, USA",83,15.0,12,12,10,9.0,0.8333333333333334
"Biberwier, Austria",63,15.0,12,12,13,7.0,1.0833333333333333
"Thoothukudi, India",24,15.0,10,12,8,1.5,0.6666666666666666
"Wedel, Germany",45,15.0,9,10,10,7.0,1.0
"Prince Rupert, Canada",38,15.0,4,5,9,7.0,1.8
"Chalon-sur-Saône, France",34,15.0,11,13,9,2.0,0.6923076923076923
"Chambord, France",71,15.0,7,8,14,15.0,1.75
"St. Helena, USA",217,15.0,12,12,18,81.0,1.5
"Gouves, Greece",209,15.0,9,13,17,14.0,1.3076923076923077
"Ciampino, Italy",121,15.0,13,13,8,11.0,0.6153846153846154
"Jonesboro, USA",115,15.0,10,11,14,17.0,1.2727272727272727
"Manhattan Beach, USA",951,15.0,21,22,41,132.0,1.8636363636363635
"Rättvik, Sweden",32,15.0,5,5,12,6.0,2.4
"Cottbus, Germany",36,15.0,10,10,7,2.0,0.7
"Windsor Locks, USA",41,15.0,10,11,12,3.0,1.0909090909090908
"Cianjur, Indonesia",54,15.0,11,12,7,38.5,0.5833333333333334
"Salcedo, Ecuador",60,15.0,8,9,5,9.5,0.5555555555555556
"Oyama, Japan",75,15.0,18,22,11,4.0,0.5
"Ferrol, Spain",234,15.0,15,16,12,18.5,0.75
"Courtenay, Canada",137,15.0,17,20,10,13.0,0.5
"Manises, Spain",79,15.0,8,8,11,35.0,1.375
"Ferragudo, Portugal",241,15.0,13,14,20,40.0,1.4285714285714286
"Beetzsee, Germany",62,15.0,4,5,7,15.0,1.4
"Kearney, USA",78,15.0,9,9,13,9.0,1.4444444444444444
"Bad Krozingen, Germany",41,15.0,11,12,5,3.0,0.4166666666666667
"Sint-Niklaas, Belgium",150,15.0,10,10,10,15.0,1.0
"Santo Antônio de Jesus, Brazil",69,15.0,10,10,7,9.0,0.7
"Lodi, USA",86,15.0,13,15,10,9.5,0.6666666666666666
"Claregalway, Ireland",106,15.0,6,8,3,26.5,0.375
"Steinkjer, Norway",36,15.0,7,10,3,3.0,0.3
"Platanias Chania, Greece",427,15.0,17,24,26,120.0,1.0833333333333333
"Bad Honnef, Germany",90,15.0,6,6,9,27.5,1.5
"Petoskey, USA",47,15.0,7,9,11,10.0,1.2222222222222223
"Beliş, Romania",22,15.0,11,11,8,1.5,0.7272727272727273
"Zhunan Township, Taiwan",28,15.0,10,11,5,2.5,0.45454545454545453
"Kiawah Island, USA",176,15.0,11,14,17,12.5,1.2142857142857142
"Hermoupolis, Greece",53,15.0,12,12,17,4.0,1.4166666666666667
"Svinesund, Sweden",66,15.0,9,9,10,29.5,1.1111111111111112
"Huacho, Peru",164,15.0,9,9,5,63.5,0.5555555555555556
"Goldsboro, USA",169,15.0,12,14,11,23.0,0.7857142857142857
"Tilques, France",19,15.0,3,4,5,5.0,1.25
"Taishan, China",44,15.0,6,7,6,4.0,0.8571428571428571
"Heinsberg, Germany",285,15.0,4,6,16,84.0,2.6666666666666665
"Cranberry Township, USA",85,15.0,14,16,9,5.0,0.5625
"San Antero, Colombia",110,15.0,13,15,12,19.5,0.8
"Sarikei, Malaysia",50,15.0,7,9,2,4.0,0.2222222222222222
"Mansfield, United Kingdom",42,15.0,9,9,9,3.0,1.0
"Blackheath, Australia",30,15.0,6,7,11,4.5,1.5714285714285714
"Tenri, Japan",25,15.0,8,8,11,5.0,1.375
"Nelamangala, India",60,15.0,8,11,12,5.0,1.0909090909090908
"Crucita, Ecuador",30,15.0,7,8,8,3.0,1.0
"Weslaco, USA",43,15.0,6,7,7,5.0,1.0
"Littlehampton, United Kingdom",130,15.0,10,10,12,28.5,1.2
"Latina, Italy",117,15.0,16,18,11,8.0,0.6111111111111112
"Mbour, Senegal",166,15.0,7,9,11,21.5,1.2222222222222223
"Veldhoven, Netherlands",49,15.0,12,13,11,4.0,0.8461538461538461
"Aegina City, Greece",39,15.0,9,9,11,6.0,1.2222222222222223
"Oranmore, Ireland",55,15.0,10,10,5,7.0,0.5
"Saint-Alexis-des-Monts, Canada",66,15.0,15,18,9,4.0,0.5
"Youngstown, USA",106,15.0,13,15,7,17.5,0.4666666666666667
"Hythe, United Kingdom",27,15.0,14,14,8,3.0,0.5714285714285714
"La Villa, Italy",238,15.0,16,17,20,25.0,1.1764705882352942
"Cranbrook, Canada",48,15.0,10,10,13,4.0,1.3
"Lewisburg, USA",146,15.0,10,13,15,25.5,1.1538461538461537
"Merced, USA",231,15.0,12,13,14,27.0,1.0769230769230769
"East Lansing, USA",680,15.0,9,11,19,129.5,1.7272727272727273
"Santoña, Spain",67,15.0,10,12,12,36.0,1.0
"Svendborg, Denmark",59,15.0,12,12,8,6.0,0.6666666666666666
"Slidell, USA",204,15.0,13,13,15,20.0,1.1538461538461537
"Los Santos, Colombia",65,15.0,10,10,10,16.0,1.0
"Takeo, Japan",69,15.0,11,13,12,9.0,0.9230769230769231
"Pohang, South Korea",136,15.0,13,16,13,30.0,0.8125
"Latsch, Italy",108,15.0,4,4,11,24.5,2.75
"Crestview, USA",276,15.0,8,12,9,71.5,0.75
"Cahuita, Costa Rica",203,15.0,10,10,23,40.0,2.3
"Feldkirch, Austria",55,15.0,15,15,11,3.0,0.7333333333333333
"Sarafovo, Bulgaria",44,15.0,5,6,14,15.5,2.3333333333333335
"McKinney, USA",89,15.0,10,10,10,19.0,1.0
"Foster, Australia",107,15.0,18,21,13,9.0,0.6190476190476191
"Tula de Allende, Mexico",149,15.0,14,18,8,10.0,0.4444444444444444
"Sassari, Italy",182,15.0,13,13,25,18.0,1.9230769230769231
"Truro, United Kingdom",109,15.0,16,16,13,8.0,0.8125
"Kolpino, Russia",91,15.0,10,13,10,11.0,0.7692307692307693
"Commezzadura, Italy",49,15.0,7,7,14,7.0,2.0
"Malia, Greece",91,15.0,17,17,14,14.0,0.8235294117647058
"Megalo Papigo, Greece",131,15.0,16,16,12,28.0,0.75
"Lisse, Netherlands",64,15.0,12,12,12,8.5,1.0
"Con Dao, Vietnam",78,15.0,15,16,7,9.0,0.4375
"Trysil, Norway",130,15.0,17,19,7,8.0,0.3684210526315789
"Agaete, Spain",168,15.0,13,14,18,19.5,1.2857142857142858
"Malolo, Fiji",57,15.0,16,16,6,3.0,0.375
"Tecoman, Mexico",41,15.0,14,14,5,4.0,0.35714285714285715
"Sand in Taufers, Italy",115,15.0,16,16,15,18.0,0.9375
"Bordertown, Australia",42,15.0,9,10,4,5.0,0.4
"Çerkezköy, Turkey",47,15.0,11,13,8,4.0,0.6153846153846154
"Kitahiroshima, Japan",68,15.0,10,10,5,11.0,0.5
"Tecate, Mexico",72,15.0,8,8,3,8.0,0.375
"Benalup-Casas Viejas, Spain",64,15.0,10,10,8,16.5,0.8
"Sandefjord, Norway",74,15.0,18,18,6,6.5,0.3333333333333333
"Purmerend, Netherlands",49,15.0,11,11,11,5.0,1.0
"Anantapur, India",43,15.0,10,10,9,3.0,0.9
"Jindřichův Hradec, Czech Republic",44,15.0,10,10,16,3.0,1.6
"Puttaparthi, India",22,15.0,7,7,9,2.0,1.2857142857142858
"Pine Bluff, USA",58,15.0,5,6,8,13.5,1.3333333333333333
"Muskogee, USA",83,15.0,5,6,11,20.0,1.8333333333333333
"Khajjiar, India",105,15.0,14,15,12,19.0,0.8
"Murakami, Japan",71,15.0,16,17,8,4.0,0.47058823529411764
"Baltrum, Germany",127,15.0,9,9,14,15.0,1.5555555555555556
"Loutra Lagada, Greece",87,15.0,4,4,11,14.0,2.75
"Lac-Beauport, Canada",56,15.0,10,11,8,7.5,0.7272727272727273
"Collado Villalba, Spain",42,15.0,12,12,9,5.0,0.75
"Pietrelcina, Italy",23,15.0,1,1,8,12.0,8.0
"Whitehorse, Canada",186,15.0,16,16,11,12.5,0.6875
"Borger-Odoorn, Netherlands",26,15.0,9,10,10,2.0,1.0
"Coniston, United Kingdom",44,15.0,12,12,11,3.0,0.9166666666666666
"Bridport, United Kingdom",56,15.0,12,13,10,4.0,0.7692307692307693
"Gol, Norway",53,15.0,15,15,9,5.0,0.6
"San Carlos de la Rápita, Spain",150,15.0,12,12,11,21.0,0.9166666666666666
"Moulins, France",78,15.0,13,13,15,8.0,1.1538461538461537
"San Cugat del Vallés, Spain",73,15.0,10,10,15,7.0,1.5
"Motueka, New Zealand",37,15.0,12,12,9,3.0,0.75
"Asahi, Japan",46,15.0,12,12,11,5.5,0.9166666666666666
"Corby, United Kingdom",129,15.0,12,12,11,36.0,0.9166666666666666
"Placencia, Belize",79,15.0,7,8,14,14.0,1.75
"Villa Cura Brochero, Argentina",96,15.0,14,16,16,7.0,1.0
"Coquimbo, Chile",55,15.0,21,21,19,4.0,0.9047619047619048
"Going, Austria",129,15.0,14,15,20,11.0,1.3333333333333333
"Santa Caterina Valfurva, Italy",61,15.0,12,13,12,6.0,0.9230769230769231
"Forte dei Marmi, Italy",58,15.0,12,12,13,5.0,1.0833333333333333
"La Guaira, Venezuela",152,15.0,14,14,13,11.5,0.9285714285714286
"Giżycko, Poland",69,15.0,17,17,14,7.0,0.8235294117647058
"Agia Triada, Greece",28,15.0,14,14,5,2.0,0.35714285714285715
"Ashburn, USA",49,15.0,7,7,11,13.0,1.5714285714285714
"Clonakilty, Ireland",85,15.0,16,17,6,5.0,0.35294117647058826
"Kerch, Crimea",191,15.0,14,14,10,20.0,0.7142857142857143
"Hope, Canada",110,15.0,8,8,8,12.0,1.0
"Mösern, Austria",59,15.0,11,12,10,9.0,0.8333333333333334
"Braunfels, Germany",45,15.0,7,7,9,7.0,1.2857142857142858
"Triberg, Germany",168,15.0,13,13,17,20.5,1.3076923076923077
"Kent, USA",54,15.0,8,8,14,6.5,1.75
"Maiori, Italy",107,15.0,8,12,15,32.0,1.25
"Bacacay, Philippines",51,15.0,11,12,3,4.0,0.25
"Laconia, USA",46,15.0,6,6,11,43.5,1.8333333333333333
"Clonmel, Ireland",70,15.0,14,15,7,5.5,0.4666666666666667
"Flat Rock, USA",56,15.0,8,8,14,7.0,1.75
"Flamborough, United Kingdom",72,15.0,6,6,15,31.5,2.5
"Lajas, Puerto Rico",91,15.0,11,11,8,12.0,0.7272727272727273
"Kenner, USA",160,15.0,10,12,13,15.0,1.0833333333333333
"Copahue-Caviahue , Argentina",102,15.0,11,11,11,11.5,1.0
"Ammouliani, Greece",41,15.0,11,12,11,3.0,0.9166666666666666
"Pedrógão Grande, Portugal",45,15.0,10,11,1,3.0,0.09090909090909091
"Cascia, Italy",212,15.0,11,12,8,22.0,0.6666666666666666
"Harlingen, Netherlands",64,15.0,12,13,12,6.0,0.9230769230769231
"Kashipur, India",72,15.0,10,10,8,6.0,0.8
"Juliusruh, Germany",60,15.0,9,9,6,12.5,0.6666666666666666
"Mondsee, Austria",64,15.0,16,17,14,5.0,0.8235294117647058
"Calamuchita, Argentina",120,15.0,12,12,14,28.5,1.1666666666666667
"Beverwijk, Netherlands",61,15.0,10,11,11,7.0,1.0
"Monmouth, United Kingdom",42,15.0,14,16,11,2.0,0.6875
"St. John´s, Antigua and Barbuda",418,15.0,17,17,20,67.0,1.1764705882352942
"Handa, Japan",28,15.0,10,11,6,2.5,0.5454545454545454
"Tahara, Japan",32,15.0,9,11,4,3.0,0.36363636363636365
"Mont Choisy, Mauritius",126,15.0,10,11,9,19.5,0.8181818181818182
"Apartadó, Colombia",81,15.0,7,10,6,7.0,0.6
"El Prat de Llobregat, Spain",109,15.0,12,12,12,22.0,1.0
"Extremoz, Brazil",201,15.0,23,25,13,15.0,0.52
"Arta, Greece",25,15.0,7,9,7,2.0,0.7777777777777778
"Caravaca de la Cruz, Spain",64,15.0,10,11,8,8.5,0.7272727272727273
"Newmarket, United Kingdom",75,15.0,13,14,7,7.0,0.5
"Klong Muang, Thailand",527,15.0,16,18,19,99.0,1.0555555555555556
"Black Mountain, USA",217,15.0,10,11,18,398.0,1.6363636363636365
"Ponta do Ouro, Mozambique",236,15.0,11,12,18,53.0,1.5
"Harstad, Norway",29,15.0,6,8,5,3.0,0.625
"Juist, Germany",29,15.0,15,15,6,2.0,0.4
